_id,programId,programName,Startdatetime,Enddatetime,venue,trainee,trainers,status,__v
6613e4e59ee42a92eca13405,6612820b9ee42a92ec2a0f33,Exploratory data analysis (EDA),2024-01-04T00:00:00.000000+00:00,2024-01-07T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442ca,['660feb0a6f3688dd93b4432c'],pending,
6613e4e59ee42a92eca13406,6612820b9ee42a92ec2a0f27,Scalable backend architectures,2024-01-01T00:00:00.000000+00:00,2024-01-07T00:00:00.000000+00:00,Oasis,660feb0a6f3688dd93b442e0,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13407,660ed945d1b3e162abf04cd2,Data Analytics Bootcamp,2024-01-02T00:00:00.000000+00:00,2024-01-04T00:00:00.000000+00:00,Oasis,660fe8a86f3688dd93b36687,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13408,660ed929d1b3e162abf04cd0,Data Engineering Essentials,2024-01-06T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Tardis,660fe8a86f3688dd93b3668e,['660feb0a6f3688dd93b44333'],completed,
6613e4e59ee42a92eca13409,6612820b9ee42a92ec2a0f08,Refactoring techniques,2024-01-04T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Retreat,660feb0a6f3688dd93b442ea,['660feb0a6f3688dd93b44388'],completed,
6613e4e59ee42a92eca1340a,6612820b9ee42a92ec2a0f20,"Server-side programming languages (e.g., Node.js, Django, Flask)",2024-01-07T00:00:00.000000+00:00,2024-01-13T00:00:00.000000+00:00,Hideaway,660feb0a6f3688dd93b442c2,['660feb0a6f3688dd93b44357'],completed,
6613e4e59ee42a92eca1340b,6612820b9ee42a92ec2a0f18,User personas,2024-01-07T00:00:00.000000+00:00,2024-01-14T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442f9,['660feb0a6f3688dd93b44355'],completed,
6613e4e59ee42a92eca1340c,6612820b9ee42a92ec2a0f20,"Server-side programming languages (e.g., Node.js, Django, Flask)",2024-01-02T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Tardis,660feb0a6f3688dd93b442cb,['660feb0a6f3688dd93b44312'],completed,
6613e4e59ee42a92eca1340d,6612820b9ee42a92ec2a0f45,Automated documentation generation,2024-01-01T00:00:00.000000+00:00,2024-01-02T00:00:00.000000+00:00,Cozy Cove,660fe8a86f3688dd93b36682,['660feb0a6f3688dd93b44312'],pending,
6613e4e59ee42a92eca1340e,6612820b9ee42a92ec2a0f2d,Real-time data processing,2024-01-04T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Cosy Corner,660fe8a86f3688dd93b36698,['660feb0a6f3688dd93b44388'],pending,
6613e4e59ee42a92eca1340f,6612820b9ee42a92ec2a0f3e,Continuous testing,2024-01-06T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Tardis,660fe8a86f3688dd93b3668e,['660feb0a6f3688dd93b4433e'],completed,
6613e4e59ee42a92eca13410,6612820b9ee42a92ec2a0f17,Usability testing,2024-01-05T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Hideaway,660fe8a86f3688dd93b3667b,['660feb0a6f3688dd93b4432c'],pending,
6613e4e59ee42a92eca13411,6612820b9ee42a92ec2a0f01,Object-oriented programming (OOP),2024-01-04T00:00:00.000000+00:00,2024-01-04T00:00:00.000000+00:00,Retreat,660feb0a6f3688dd93b442d4,['660feb0a6f3688dd93b44333'],pending,
6613e4e59ee42a92eca13412,6612820b9ee42a92ec2a0f28,Data pipelines,2024-01-03T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Cozy Cove,660feb0a6f3688dd93b442df,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13413,6612820b9ee42a92ec2a0f2f,Database optimization,2024-01-08T00:00:00.000000+00:00,2024-01-15T00:00:00.000000+00:00,Hideaway,660feb0a6f3688dd93b442da,['660feb0a6f3688dd93b44312'],completed,
6613e4e59ee42a92eca13414,6612820b9ee42a92ec2a0f44,Automated incident response,2024-01-07T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442db,['660feb0a6f3688dd93b4433e'],completed,
6613e4e59ee42a92eca13415,6612820b9ee42a92ec2a0f45,Automated documentation generation,2024-01-04T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442d9,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13416,6612820b9ee42a92ec2a0f12,Cost management in the cloud,2024-01-03T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Retreat,660fe8a86f3688dd93b36695,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13417,6612820b9ee42a92ec2a0f40,Automated deployment pipelines,2024-01-05T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Nook,660feb0a6f3688dd93b442f8,['660feb0a6f3688dd93b44355'],pending,
6613e4e59ee42a92eca13418,6612820b9ee42a92ec2a0f0e,"Containers and container orchestration (e.g., Docker, Kubernetes)",2024-01-03T00:00:00.000000+00:00,2024-01-03T00:00:00.000000+00:00,Nook,660feb0a6f3688dd93b442f2,['660feb0a6f3688dd93b4432c'],completed,
6613e4e59ee42a92eca13419,6612820b9ee42a92ec2a0f24,Data modeling and ORM (Object-Relational Mapping),2024-01-02T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442e1,['660feb0a6f3688dd93b44333'],pending,
6613e4e59ee42a92eca1341a,6612820b9ee42a92ec2a0f40,Automated deployment pipelines,2024-01-06T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Oasis,660fe8a86f3688dd93b36678,['660feb0a6f3688dd93b44355'],completed,
6613e4e59ee42a92eca1341b,6612820b9ee42a92ec2a0f02,Design patterns,2024-01-02T00:00:00.000000+00:00,2024-01-02T00:00:00.000000+00:00,Cozy Cove,660feb0a6f3688dd93b442ce,['660feb0a6f3688dd93b44312'],completed,
6613e4e59ee42a92eca1341c,6612820b9ee42a92ec2a0f3e,Continuous testing,2024-01-08T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442c5,['660feb0a6f3688dd93b44357'],pending,
6613e4e59ee42a92eca1341d,6612820b9ee42a92ec2a0f3d,"Configuration management tools (e.g., Ansible, Chef, Puppet)",2024-01-08T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Retreat,660feb0a6f3688dd93b442e0,['660feb0a6f3688dd93b44357'],pending,
6613e4e59ee42a92eca1341e,6612820b9ee42a92ec2a0f16,Prototyping,2024-01-04T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442ef,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca1341f,6612820b9ee42a92ec2a0f26,Caching strategies,2024-01-01T00:00:00.000000+00:00,2024-01-03T00:00:00.000000+00:00,Tardis,660feb0a6f3688dd93b442e6,['660feb0a6f3688dd93b443c3'],completed,
6613e4e59ee42a92eca13420,6612820b9ee42a92ec2a0f25,"Message brokers (e.g., RabbitMQ, Kafka)",2024-01-04T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Hideaway,660fe8a86f3688dd93b36699,['660feb0a6f3688dd93b44333'],completed,
6613e4e59ee42a92eca13421,6612820b9ee42a92ec2a0f1b,Responsive web design,2024-01-04T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Nook,660feb0a6f3688dd93b442d6,['660feb0a6f3688dd93b44357'],completed,
6613e4e59ee42a92eca13422,6612820b9ee42a92ec2a0f38,Time series analysis,2024-01-02T00:00:00.000000+00:00,2024-01-07T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442c2,['660feb0a6f3688dd93b44357'],pending,
6613e4e59ee42a92eca13423,6612820b9ee42a92ec2a0f46,Data preprocessing techniques,2024-01-06T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Retreat,660fe8a86f3688dd93b3669a,['660feb0a6f3688dd93b44357'],completed,
6613e4e59ee42a92eca13424,6612820b9ee42a92ec2a0f1c,Accessibility standards,2024-01-04T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Nook,660fe8a86f3688dd93b36678,['660feb0a6f3688dd93b44357'],completed,
6613e4e59ee42a92eca13425,660ed8a0d1b3e162abf04ccc,Backend Development Bootcamp,2024-01-04T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Sanctuary,660fe8a86f3688dd93b36689,['660feb0a6f3688dd93b44357'],pending,
6613e4e59ee42a92eca13426,6612820b9ee42a92ec2a0f20,"Server-side programming languages (e.g., Node.js, Django, Flask)",2024-01-05T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Oasis,660feb0a6f3688dd93b442e6,['660feb0a6f3688dd93b44333'],completed,
6613e4e59ee42a92eca13427,6612820b9ee42a92ec2a0f04,Agile methodologies,2024-01-08T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Haven,660fe8a86f3688dd93b36686,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca13428,6612820b9ee42a92ec2a0f05,Continuous integration/continuous deployment (CI/CD),2024-01-07T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442c2,['660feb0a6f3688dd93b44388'],completed,
6613e4e59ee42a92eca13429,6612820b9ee42a92ec2a0f46,Data preprocessing techniques,2024-01-01T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Oasis,660feb0a6f3688dd93b442c0,['660feb0a6f3688dd93b44355'],completed,
6613e4e59ee42a92eca1342a,6612820b9ee42a92ec2a0f2c,"Big data technologies (e.g., Hadoop, Spark)",2024-01-02T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Den,660feb0a6f3688dd93b442ca,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca1342b,6612820b9ee42a92ec2a0f2f,Database optimization,2024-01-03T00:00:00.000000+00:00,2024-01-07T00:00:00.000000+00:00,Oasis,660feb0a6f3688dd93b442cf,['660feb0a6f3688dd93b44333'],pending,
6613e4e59ee42a92eca1342c,6612820b9ee42a92ec2a0f2f,Database optimization,2024-01-02T00:00:00.000000+00:00,2024-01-02T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442da,['660feb0a6f3688dd93b44388'],completed,
6613e4e59ee42a92eca1342d,6612820b9ee42a92ec2a0f2c,"Big data technologies (e.g., Hadoop, Spark)",2024-01-06T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Den,660fe8a86f3688dd93b36683,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca1342e,6612820b9ee42a92ec2a0f2f,Database optimization,2024-01-06T00:00:00.000000+00:00,2024-01-12T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442dd,['660feb0a6f3688dd93b44355'],completed,
6613e4e59ee42a92eca1342f,6612820b9ee42a92ec2a0f47,Feature engineering,2024-01-06T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Den,660feb0a6f3688dd93b442e7,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca13430,660ed8a9d1b3e162abf04cce,Cloud Computing Fundamentals,2024-01-01T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442c9,['660feb0a6f3688dd93b4433e'],completed,
6613e4e59ee42a92eca13431,6612820b9ee42a92ec2a0f16,Prototyping,2024-01-03T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Oasis,660feb0a6f3688dd93b442d8,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13432,6612820b9ee42a92ec2a0f3f,Robotic process automation (RPA),2024-01-02T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Hideaway,660fe8a86f3688dd93b36695,['660feb0a6f3688dd93b44388'],completed,
6613e4e59ee42a92eca13433,6612820b9ee42a92ec2a0f02,Design patterns,2024-01-06T00:00:00.000000+00:00,2024-01-13T00:00:00.000000+00:00,Den,660fe8a86f3688dd93b3668f,['660feb0a6f3688dd93b44333'],pending,
6613e4e59ee42a92eca13434,6612820b9ee42a92ec2a0f3c,"Scripting languages (e.g., Python, Bash)",2024-01-04T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442e5,['660feb0a6f3688dd93b4432c'],pending,
6613e4e59ee42a92eca13435,6612820b9ee42a92ec2a0f3f,Robotic process automation (RPA),2024-01-02T00:00:00.000000+00:00,2024-01-07T00:00:00.000000+00:00,Cosy Corner,660feb0a6f3688dd93b442d1,['660feb0a6f3688dd93b4432c'],completed,
6613e4e59ee42a92eca13436,6612820b9ee42a92ec2a0f09,Code review best practices,2024-01-05T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442c9,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca13437,6612820b9ee42a92ec2a0f04,Agile methodologies,2024-01-08T00:00:00.000000+00:00,2024-01-14T00:00:00.000000+00:00,Den,660fe8a86f3688dd93b3667c,['660feb0a6f3688dd93b44357'],completed,
6613e4e59ee42a92eca13438,6612820b9ee42a92ec2a0f30,Data governance,2024-01-04T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Oasis,660fe8a86f3688dd93b36694,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca13439,6612820b9ee42a92ec2a0f46,Data preprocessing techniques,2024-01-08T00:00:00.000000+00:00,2024-01-11T00:00:00.000000+00:00,Nook,660fe8a86f3688dd93b3667e,['660feb0a6f3688dd93b44333'],completed,
6613e4e59ee42a92eca1343a,6612820b9ee42a92ec2a0f38,Time series analysis,2024-01-07T00:00:00.000000+00:00,2024-01-13T00:00:00.000000+00:00,Oasis,660feb0a6f3688dd93b442e8,['660feb0a6f3688dd93b4432c'],completed,
6613e4e59ee42a92eca1343b,660ed895d1b3e162abf04cca,UI/UX Design Essentials,2024-01-05T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Tardis,660fe8a86f3688dd93b36682,['660feb0a6f3688dd93b4433e'],pending,
6613e4e59ee42a92eca1343c,6612820b9ee42a92ec2a0f3a,Data mining techniques,2024-01-03T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Retreat,660fe8a86f3688dd93b36691,['660feb0a6f3688dd93b44388'],completed,
6613e4e59ee42a92eca1343d,6612820b9ee42a92ec2a0f1b,Responsive web design,2024-01-03T00:00:00.000000+00:00,2024-01-04T00:00:00.000000+00:00,Hideaway,660feb0a6f3688dd93b442da,['660feb0a6f3688dd93b4432c'],pending,
6613e4e59ee42a92eca1343e,6612820b9ee42a92ec2a0f10,Scalability and elasticity,2024-01-03T00:00:00.000000+00:00,2024-01-03T00:00:00.000000+00:00,Cozy Cove,660feb0a6f3688dd93b442d3,['660feb0a6f3688dd93b443c3'],completed,
6613e4e59ee42a92eca1343f,6612820b9ee42a92ec2a0f2b,Data warehouses,2024-01-01T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Oasis,660fe8a86f3688dd93b3668a,['660feb0a6f3688dd93b44388'],pending,
6613e4e59ee42a92eca13440,6612820b9ee42a92ec2a0f0f,Cloud security best practices,2024-01-04T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Sanctuary,660fe8a86f3688dd93b3667b,['660feb0a6f3688dd93b44333'],completed,
6613e4e59ee42a92eca13441,660ed945d1b3e162abf04cd2,Data Analytics Bootcamp,2024-01-02T00:00:00.000000+00:00,2024-01-06T00:00:00.000000+00:00,Cozy Cove,660fe8a86f3688dd93b36698,['660feb0a6f3688dd93b4433e'],completed,
6613e4e59ee42a92eca13442,6612820b9ee42a92ec2a0f14,User research,2024-01-02T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Hideaway,660feb0a6f3688dd93b442c1,['660feb0a6f3688dd93b4432c'],pending,
6613e4e59ee42a92eca13443,6612820b9ee42a92ec2a0f32,Data visualization techniques,2024-01-02T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Hideaway,660fe8a86f3688dd93b36683,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca13444,6612820b9ee42a92ec2a0f1d,Interaction design,2024-01-01T00:00:00.000000+00:00,2024-01-04T00:00:00.000000+00:00,Tardis,660feb0a6f3688dd93b442d7,['660feb0a6f3688dd93b44333'],pending,
6613e4e59ee42a92eca13445,6612820b9ee42a92ec2a0f2e,Data streaming,2024-01-03T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442da,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca13446,6612820b9ee42a92ec2a0f3e,Continuous testing,2024-01-04T00:00:00.000000+00:00,2024-01-04T00:00:00.000000+00:00,Tardis,660fe8a86f3688dd93b3669c,['660feb0a6f3688dd93b44312'],pending,
6613e4e59ee42a92eca13447,6612820b9ee42a92ec2a0f2d,Real-time data processing,2024-01-06T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Cosy Corner,660feb0a6f3688dd93b442f9,['660feb0a6f3688dd93b4432c'],pending,
6613e4e59ee42a92eca13448,6612820b9ee42a92ec2a0f37,Natural language processing (NLP),2024-01-06T00:00:00.000000+00:00,2024-01-13T00:00:00.000000+00:00,Cosy Corner,660fe8a86f3688dd93b3668c,['660feb0a6f3688dd93b443c3'],pending,
6613e4e59ee42a92eca13449,6612820b9ee42a92ec2a0f21,"Web server technologies (e.g., Apache, Nginx)",2024-01-05T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442fb,['660feb0a6f3688dd93b44357'],pending,
6613e4e59ee42a92eca1344a,6612820b9ee42a92ec2a0f1f,"Database management systems (e.g., SQL, NoSQL)",2024-01-01T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442cc,['660feb0a6f3688dd93b44380'],completed,
6613e4e59ee42a92eca1344b,660ed929d1b3e162abf04cd0,Data Engineering Essentials,2024-01-05T00:00:00.000000+00:00,2024-01-10T00:00:00.000000+00:00,Sanctuary,660feb0a6f3688dd93b442eb,['660feb0a6f3688dd93b44380'],pending,
6613e4e59ee42a92eca1344c,6612820b9ee42a92ec2a0f3b,A/B testing methodologies,2024-01-08T00:00:00.000000+00:00,2024-01-09T00:00:00.000000+00:00,Cozy Cove,660feb0a6f3688dd93b442d5,['660feb0a6f3688dd93b44355'],pending,
6613e4e59ee42a92eca1344d,6612820b9ee42a92ec2a0f3f,Robotic process automation (RPA),2024-01-08T00:00:00.000000+00:00,2024-01-14T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442ee,['660feb0a6f3688dd93b44357'],pending,
6613e4e59ee42a92eca1344e,6612820b9ee42a92ec2a0f11,Cloud migration strategies,2024-01-01T00:00:00.000000+00:00,2024-01-05T00:00:00.000000+00:00,Den,660feb0a6f3688dd93b442d0,['660feb0a6f3688dd93b4433e'],pending,
6613e4e59ee42a92eca1344f,6612820b9ee42a92ec2a0f13,Monitoring and logging in cloud environments,2024-01-02T00:00:00.000000+00:00,2024-01-03T00:00:00.000000+00:00,Nook,660feb0a6f3688dd93b442c5,['660feb0a6f3688dd93b443c3'],pending,
6613e4e59ee42a92eca13450,6612820b9ee42a92ec2a0f47,Feature engineering,2024-01-04T00:00:00.000000+00:00,2024-01-07T00:00:00.000000+00:00,Den,660feb0a6f3688dd93b442e1,['660feb0a6f3688dd93b44355'],completed,
6613e4e59ee42a92eca13451,660ed8a9d1b3e162abf04cce,Cloud Computing Fundamentals,2024-01-06T00:00:00.000000+00:00,2024-01-08T00:00:00.000000+00:00,Haven,660feb0a6f3688dd93b442f8,['660feb0a6f3688dd93b44380'],completed,
